service,name,url,address,categories
uber_eats,wing-street-acomb,https://www.ubereats.com/gb/store/wing-street-acomb/zvmEQgqOUsmrqtwlxJZIpA,closed,Peri Peri Chicken Wings • BBQ Chicken Wings • Roasted Chicken Wings • Sweet Chilli Chicken Wings • Peri Peri Chicken Chunks • Breaded Chicken Chunks • BBQ Chicken Chunks • Sweet Chilli Chicken Chunks • BBQ & Bacon Loaded Wedges • Ultimate Chicken Deal • More Wings
uber_eats,milkd-ltd,https://www.ubereats.com/gb/store/milkd-ltd/iKdw9qS8Qgy8gZnrvjGIig,"34 Ashton Road, Manchester, England M34 3EX",Desserts • Tea & Coffee • Ice Cream • Beach Tease Mocktail • Molten Lava Cake and Ice Cream • Bubblegum Gateau Cake • Chocolate Orange Gateau Cake
uber_eats,chef-%26-rooster-canterbury,https://www.ubereats.com/gb/store/chef-%26-rooster-canterbury/RsKycJwXQmm0OnKkC0kxyA,closed,Half Chicken • Whole Chicken • Chix Burger • Spicy Chickpea Burger • Wings x 6 • Wings x 12 • Wings x 20 • Chicken Dippers x 6 • Chicken Dippers x 12 • Chicken Dippers x 20
uber_eats,lily-restaurant-%26-cafe,https://www.ubereats.com/gb/store/lily-restaurant-%26-cafe/K1qWBR4bQw60ZDLCXSLDTQ,closed,
uber_eats,elena-alina,https://www.ubereats.com/gb/store/elena-alina/CxJfQ6aQST2nm6ZNkZXNjg,closed,
uber_eats,hobbs-burger-co,https://www.ubereats.com/gb/store/hobbs-burger-co/Xqbv6PU5UH-bBghPO5kfsA,closed,Comfort Blanket Beef Burger • Fiancée Beef Burger • Fireball Beef Burger • Hot Ting Chicken Burger • Friendzone Chicken Burger • Miso-Horny Chicken Burger • Create Your Own Burger
uber_eats,nude-italian-healthy-pasta,https://www.ubereats.com/gb/store/nude-italian-healthy-pasta/sZzTWY10V_q8GYHTpDt6RQ,closed,
uber_eats,lotus-house,https://www.ubereats.com/gb/store/lotus-house/z6DJyxT5SEqw6ThHUxjstQ,closed,
uber_eats,legends-cafe,https://www.ubereats.com/gb/store/legends-cafe/Gxx-oY5kSw2IgBnyfLU84w,closed,Breakfast and brunch • Vegetarian friendly
uber_eats,chick-chick-crew-edgware-lost,https://www.ubereats.com/gb/store/chick-chick-crew-edgware-lost/Jbth_24gUJ--7XKFVTEYtg,closed,BBQ Bundle for 1 • BBQ Chick • Korean Chick • Classic Vegan Chick • BBQ Vegan Chick • Buffalo Vegetarian Chick • Korean Vegan Chick • Classic Wings • BBQ Wings • Korean Wings • Buffalo Wings • BBQ • Korean
uber_eats,bird-southend-central,https://www.ubereats.com/gb/store/bird-southend-central/L07-uVEuXCagQT7OGtKlHA,closed,Burger Deal For 2 • The BBQ • The Korean One • The Vegan BBQ One • 3 Chicken Tenders • 5 Chicken Tenders • BBQ Chicken Wings • Buffalo Chicken Wings • Korean Chicken Wings • Chicken & Waffles • Hot Honey Chicken Waffle • Korean Fries • Mexicana Fries • Little BIRD's Burger • Little BIRD's Chicken & Waffles
uber_eats,w-cake-or-bread,https://www.ubereats.com/gb/store/w-cake-or-bread/Id5Q-XuNQK6Gb7Rgp8KyzA,closed,
uber_eats,mr-burgers-wraps-limited,https://www.ubereats.com/gb/store/mr-burgers-wraps-limited/63outOWQRDaqGojo7SSXrg,closed,
uber_eats,roseybee-waakye-studio,https://www.ubereats.com/gb/store/roseybee-waakye-studio/wa3Je458SsCVKw3aSKQbEA,"336 High Street, Ground , Chatham, England ME4 4NR",Bakery • Waakye with Fish • Banku with Okro Soup (With Fish and Meat) • Ghana Jollof with Chicken • Fufu with light soup • Fried Spicy Plantain/Kelewele • Fried Plantain • Banku and Oven-Grilled Tilapia • Fufu with Palm nut soup • Konkonte with Palm Nut Soup and Assorted Meat
uber_eats,sprinkles-gelato-commercial-road,https://www.ubereats.com/gb/store/sprinkles-gelato-commercial-road/XXrRRC1XR0W7HbPeYJky_Q,closed,Coffee Culture • English Breakfast Tea • Green Tea • Jasmine Herbal Tea • Peppermint Herbal Tea • Espresso Iced Coffee
uber_eats,winstar-foo-%26-wine,https://www.ubereats.com/gb/store/winstar-foo-%26-wine/wE62n96kSY62uRURm_l5Dw,closed,
uber_eats,nisa-local-cookridge,https://www.ubereats.com/gb/store/nisa-local-cookridge/bQdd9DUkTd6hxvK6RIzm3Q,closed,Malteasers - Teasers 320g • Kelloggs Rice Krispies • S/Sations Thai Sweet Chilli • Co Op Orange Juice With Bits 1L • Co Op Orange Juice With Bits • Co Op Orange Juice Smooth • Co Op Apple Juice 1L • Cadbury Drinking Chocolate • Taylors Yorkshire Teabags • Pg Tips Teabags 240S • San Marco Cheese Pizza • San Marco Pepperoni Pizza • Co Op Indian Tonic Water • Co Op Peeled Plum Tomatoes In Tomato Juice • Birds Eye 10 Value Fish Fingers • Mccain Crispy French Fries • Mccain French Fries
uber_eats,deja-brew,https://www.ubereats.com/gb/store/deja-brew/kADgF-smRNantdxtvmZleA,"High Street, Canvey Island, EMEA SS8 7RB",Coffee & tea • Breakfast and brunch
uber_eats,sunrice,https://www.ubereats.com/gb/store/sunrice/w67mvlOWQyy2e5lQ2D2cXg,closed,
uber_eats,slug-%26-lettuce-staines,https://www.ubereats.com/gb/store/slug-%26-lettuce-staines/6pykW7G5RYWEZ-BYs5Q60A,closed,
