service,listing_index,listing_id,listing_name,listing_address,listing_city_slug,listing_area_slug,listing_business_slug,delivery_name,delivery_address,delivery_city,delivery_area,url,score,name_score,slug_score,address_score,postcode_match,exact_slug_match,second_best_score,gap_to_second,auto_updated,reason,area_match
deliveroo,9,009046d3-d2e8-436e-980d-dabb6de03719,nala,"Clifton Down Shopping Centre Whiteladies Road, Bristol, BS8 2NN",bristol,clifton,nala,nala-not-just-noodles-bristol,,bristol,clifton-down,https://deliveroo.co.uk/menu/bristol/clifton-down/nala-not-just-noodles-bristol,100.0,100.0,24.24,,,False,67.5,32.5,True,high confidence deliveroo match,True
deliveroo,81,04f1440c-d14c-4fc8-b6a6-d3ad57ad2ec6,Chill Grill,"Waring House Redcliff Hill, Bristol, BS1 6TB",bristol,redcliffe,chill-grill,chill-grill,,bristol,redcliffe-hill,https://deliveroo.co.uk/menu/bristol/redcliffe-hill/chill-grill,100.0,100.0,100.0,,,True,72.74,27.26,True,high confidence deliveroo match,True
deliveroo,82,05117f56-48a1-4a23-94a6-4cd1a8a29a00,The Kandyan,"405 Gloucester Road, Bristol, BS7 8TS",bristol,horfield,the-kandyan,the-kandyan-bristol,,bristol,horfield-area,https://deliveroo.co.uk/menu/bristol/horfield-area/the-kandyan-bristol,100.0,100.0,73.33,,,False,68.91,31.09,True,high confidence deliveroo match,True
deliveroo,103,0642344b-e66b-4e4b-89c5-399379f9d08f,Subway,"Broadwalk Shopping Centre Broad Walk, Bristol, BS4 2QU",bristol,knowle,subway,subway-broadwalk-39733,,bristol,upper-knowle-and-totterdown,https://deliveroo.co.uk/menu/bristol/upper-knowle-and-totterdown/subway-broadwalk-39733,100.0,100.0,42.86,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,130,0794e39b-cee4-431b-b2b4-f72fc78fc6f6,Londis,"30 Chandos Road, Bristol, BS6 6PF",bristol,redland,londis,londis-redland-fs133,,bristol,redland,https://deliveroo.co.uk/menu/bristol/redland/londis-redland-fs133,100.0,100.0,46.15,,,False,62.86,37.14,True,high confidence deliveroo match,True
deliveroo,137,07ce1d1e-8c9d-4806-bfb2-8ffc11c8a2d6,Asda,"Oatlands Avenue, Bristol, BS14 0ST",bristol,hengrove,asda,4183-asda-bristol-whitchurch-superstore,,bristol,hengrove-area,https://deliveroo.co.uk/menu/bristol/hengrove-area/4183-asda-bristol-whitchurch-superstore,100.0,100.0,18.6,,,False,67.5,32.5,True,high confidence deliveroo match,True
deliveroo,147,089b0bd2-bb58-406e-ad47-a6735b599a80,Stockwood Fish Bar,"86 Hollway Road, Bristol, BS14 8PG",bristol,stockwood,stockwood-fish-bar,stockwood-fish-bar,,bristol,stockwood-area,https://deliveroo.co.uk/menu/bristol/stockwood-area/stockwood-fish-bar,100.0,100.0,100.0,,,True,83.75,16.25,True,high confidence deliveroo match,True
deliveroo,175,0a749e0b-fa17-4a38-bb97-5a0e19c8ad21,Popeyes,BS2 0SP,bristol,st-philips-marsh,popeyes,popeyes-lousiana-kitchen-bristol-avonmeads,,bristol,st-philips-marsh,https://deliveroo.co.uk/menu/bristol/st-philips-marsh/popeyes-lousiana-kitchen-bristol-avonmeads,100.0,100.0,28.57,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,188,0b324121-9ed5-4aa9-9912-d7502afe84ae,Parsons,"3 Princess Victoria Street, Bristol, BS8 4BX",bristol,clifton,parsons,parsons-bakery-ltd,,bristol,clifton,https://deliveroo.co.uk/menu/bristol/clifton/parsons-bakery-ltd,100.0,100.0,56.0,,,False,75.0,25.0,True,high confidence deliveroo match,True
deliveroo,213,0d128049-4853-49a1-adbe-2614de5f33d2,Hatter House Cafe,"93-95 Broadmead, Bristol, BS1 3DT",bristol,broadmead,hatter-house-cafe,hatter-house-cafe,,bristol,broadmead-and-cabot-circus,https://deliveroo.co.uk/menu/bristol/broadmead-and-cabot-circus/hatter-house-cafe,100.0,100.0,100.0,,,True,64.55,35.45,True,high confidence deliveroo match,True
deliveroo,249,0fdbff0d-afc1-4850-a442-82d749efdae8,Royalty,"1 High St, Winterbourne, Bristol BS36 1JN, UK",bristol,whitchurch,royalty,royalty-takeaway-bs14-ah,,bristol,whitchurch-area,https://deliveroo.co.uk/menu/bristol/whitchurch-area/royalty-takeaway-bs14-ah,100.0,100.0,45.16,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,268,10fb76ac-1bf1-4dac-bdaf-30690b99b3d8,Anna,"7a Boyces Avenue, Bristol, BS8 4AA",bristol,clifton,anna,anna-cake-couture,,bristol,clifton,https://deliveroo.co.uk/menu/bristol/clifton/anna-cake-couture,100.0,100.0,38.1,,,False,67.5,32.5,True,high confidence deliveroo match,True
deliveroo,313,1482a247-7a0b-46a0-9829-572dc7683bd3,Wingers,"Unit 3, 821 Bath Road, BS4 5NL",bristol,brislington,wingers,wingers-brislington,,bristol,broomhill-and-brislington,https://deliveroo.co.uk/menu/bristol/broomhill-and-brislington/wingers-brislington,100.0,100.0,53.85,,,False,63.26,36.74,True,high confidence deliveroo match,True
deliveroo,317,14be5681-fe3d-4b92-8831-43ac87170f1f,Eggless Cake Shop,"58 Filton Road, Bristol, BS7 0PB",bristol,horfield,eggless-cake-shop,eggless-cake-shop-bristol,,bristol,horfield-area,https://deliveroo.co.uk/menu/bristol/horfield-area/eggless-cake-shop-bristol,100.0,100.0,80.95,,,False,64.25,35.75,True,high confidence deliveroo match,True
deliveroo,331,15b87dd6-0258-4765-b036-063f74a2063c,Take A Break,"124 Cheltenham Road, Bristol, BS6 5RW",bristol,montpelier,take-a-break,take-a-break-124-cheltenham-road,,bristol,montpelier-station,https://deliveroo.co.uk/menu/bristol/montpelier-station/take-a-break-124-cheltenham-road,100.0,100.0,54.55,,,False,66.62,33.38,True,high confidence deliveroo match,True
deliveroo,409,1b08dcd7-3eeb-4ce1-9ab2-9e9f1e244ac5,Boston Tea Party,"4 Whiteladies Road, Bristol, BS8 2QY",bristol,clifton,boston-tea-party,boston-tea-party-park-street,,bristol,clifton-down,https://deliveroo.co.uk/menu/bristol/clifton-down/boston-tea-party-park-street,100.0,100.0,72.73,,,False,68.7,31.3,True,high confidence deliveroo match,True
deliveroo,426,1c422916-3b5e-408c-b538-0c1d9d77a3de,Dragon i,"42 High Street, Bristol, BS11 0DJ",bristol,shirehampton,dragon-i,dragon-i-bristol,,bristol,shirehampton,https://deliveroo.co.uk/menu/bristol/shirehampton/dragon-i-bristol,100.0,100.0,66.67,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,439,1d0e878a-49bf-4806-a973-a8b61f9789bd,Nutmeg,"10 The Mall, Bristol, BS8 4DR",bristol,clifton,nutmeg,nutmeg,,bristol,clifton,https://deliveroo.co.uk/menu/bristol/clifton/nutmeg,100.0,100.0,100.0,,,True,,999.0,True,high confidence deliveroo match,True
deliveroo,460,1ea3f345-d9fc-4445-93b3-092480e45b37,Grounded,"421-425 Gloucester Road, Bristol, BS7 8TZ",bristol,horfield,grounded,grounded-horfield,,bristol,horfield-area,https://deliveroo.co.uk/menu/bristol/horfield-area/grounded-horfield,100.0,100.0,64.0,,,False,62.37,37.63,True,high confidence deliveroo match,True
deliveroo,479,20cab84f-2044-48c0-bab8-56885542fc59,Co-op,"78-84 Ridingleaze, Bristol, BS11 0QB",bristol,lawrence-weston,co-op,co-op-lawrence-weston,,bristol,lawrence-weston-and-henbury,https://deliveroo.co.uk/menu/bristol/lawrence-weston-and-henbury/co-op-lawrence-weston,100.0,100.0,38.46,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,521,240c79bd-ecd7-451a-9345-d69c60699ef5,Piazza di Roma,"178 Whiteladies Road, Bristol, BS8 2XU",bristol,clifton,piazza-di-roma,piazza-di-roma,,bristol,clifton-down,https://deliveroo.co.uk/menu/bristol/clifton-down/piazza-di-roma,100.0,100.0,100.0,,,True,67.5,32.5,True,high confidence deliveroo match,True
deliveroo,570,26faec46-682b-4df7-8c69-bcf1f4ab880d,Giggling Squid,"34 Princess Victoria Street, Bristol, BS8 4BZ",bristol,clifton,giggling-squid,giggling-squid-clifton,,bristol,clifton,https://deliveroo.co.uk/menu/bristol/clifton/giggling-squid-clifton,100.0,100.0,77.78,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,574,27661ddf-0f1b-48ad-8178-5ee108c3f0ce,Wingstop,"39 George White Street, Bristol, BS1 3BA",bristol,broadmead,wingstop,wingstop-bristol,,bristol,broadmead-and-cabot-circus,https://deliveroo.co.uk/menu/bristol/broadmead-and-cabot-circus/wingstop-bristol,100.0,100.0,66.67,,,False,65.95,34.05,True,high confidence deliveroo match,True
deliveroo,592,2889cd2f-aa39-41d8-a549-40796d6dd3c7,Welcome Stoke Bishop,"5 Druid Hill, Bristol, BS9 1EW",bristol,stoke-bishop,welcome-stoke-bishop,welcome-co-op-stoke-bishop-5-druid-hill,,bristol,stoke-bishop-and-sneyd-park,https://deliveroo.co.uk/menu/bristol/stoke-bishop-and-sneyd-park/welcome-co-op-stoke-bishop-5-druid-hill,100.0,100.0,67.8,,,False,83.75,16.25,True,high confidence deliveroo match,True
deliveroo,601,291e7164-be34-41db-8718-2c013f0e4e76,maxin,"168 Easton Road, Bristol, BS5 0ES",bristol,easton,maxin,maxin-chicken-easton-road,,bristol,st-judes-and-easton,https://deliveroo.co.uk/menu/bristol/st-judes-and-easton/maxin-chicken-easton-road,100.0,100.0,33.33,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,613,29a3db62-88ef-43dc-b72a-c81feb28d91e,My Treats,"15 Broad Walk, Bristol, BS4 2RA",bristol,upper-knowle,my-treats,my-treats-knowle,,bristol,upper-knowle-and-totterdown,https://deliveroo.co.uk/menu/bristol/upper-knowle-and-totterdown/my-treats-knowle,100.0,100.0,72.0,,,False,61.67,38.33,True,high confidence deliveroo match,True
deliveroo,625,2a908258-9974-4cf0-9c23-2f2251f0f7df,Supreme Sports Lounge,"Bristol, BS2 0SZ",bristol,st-philips-marsh,supreme-sports-lounge,sports-lounge-bristol-t-a-supreme-kitchen-bristol,,bristol,st-philips-marsh,https://deliveroo.co.uk/menu/bristol/st-philips-marsh/sports-lounge-bristol-t-a-supreme-kitchen-bristol,100.0,100.0,37.14,,,False,64.35,35.65,True,high confidence deliveroo match,True
deliveroo,627,2acdc37c-1c70-4fa5-8a17-616eef95c9dd,The Kingsdown Vaults,"29-31 Kingsdown Parade, Bristol, BS6 5UE",bristol,cotham,the-kingsdown-vaults,boigers-at-the-kingsdown-vaults-29-31-kingsdown-parade,,bristol,cotham,https://deliveroo.co.uk/menu/bristol/cotham/boigers-at-the-kingsdown-vaults-29-31-kingsdown-parade,100.0,100.0,54.05,,,False,65.59,34.41,True,high confidence deliveroo match,True
deliveroo,652,2d09cce7-9e39-4927-84c5-05a9e5c907e3,Vanoosh,"3 West Street, Bristol, BS2 0DF",bristol,st-philips,vanoosh,vanoosh,,bristol,st-philips-and-old-market,https://deliveroo.co.uk/menu/bristol/st-philips-and-old-market/vanoosh,100.0,100.0,100.0,,,True,62.08,37.92,True,high confidence deliveroo match,True
deliveroo,653,2d09cf42-4ee9-4512-93cb-25f492f82145,Smooth & Fire,"10 Arnside Road, Bristol, BS10 6AT",bristol,southmead,smooth-fire,smooth-fire-caribbean-flavours,,bristol,southmead-and-henbury,https://deliveroo.co.uk/menu/bristol/southmead-and-henbury/smooth-fire-caribbean-flavours,100.0,100.0,53.66,,,False,65.33,34.67,True,high confidence deliveroo match,True
deliveroo,665,2da45029-fab1-40d9-817f-77eaaabd610f,Jean's Bistro,"441 Gloucester Road, Bristol, BS7 8TZ",bristol,horfield,jeans-bistro,jeans-bistro,,bristol,horfield-area,https://deliveroo.co.uk/menu/bristol/horfield-area/jeans-bistro,100.0,96.0,100.0,,,True,74.0,26.0,True,high confidence deliveroo match,True
deliveroo,698,2fe72430-2c4b-4a0b-844c-6340fb898d1a,Clifton Thai,"70 Whiteladies Road, Bristol, BS8 2QA",bristol,clifton,clifton-thai,clifton-thai-bristol,,bristol,clifton-down,https://deliveroo.co.uk/menu/bristol/clifton-down/clifton-thai-bristol,100.0,100.0,75.0,,,False,82.89,17.11,True,high confidence deliveroo match,True
deliveroo,732,3208097c-362a-4674-918e-43ca559585f0,Best Kebab,"43 Old Market Street, Bristol, BS2 0EZ, GB",bristol,st-philips,best-kebab,best-kebab-old-market-43-old-market-street,,bristol,st-philips-and-old-market,https://deliveroo.co.uk/menu/bristol/st-philips-and-old-market/best-kebab-old-market-43-old-market-street,100.0,100.0,38.46,,,False,78.33,21.67,True,high confidence deliveroo match,True
deliveroo,780,34f328b2-cfef-4d5c-94c9-3e1ae34d53f6,Southmead Kebab & Pizza,"333 Southmead Road, Bristol, BS10 5LW",bristol,southmead,southmead-kebab-pizza,southmead-kebab,,bristol,southmead-and-henbury,https://deliveroo.co.uk/menu/bristol/southmead-and-henbury/southmead-kebab,100.0,100.0,83.33,,,False,89.17,10.83,True,high confidence deliveroo match,True
deliveroo,790,35b5c126-c784-4ee5-a942-e13f552d7918,Zara Restaurant,"14 Lawfords Gate, Bristol, BS2 0DY",bristol,easton,zara-restaurant,zara-restaurant-bristol,,bristol,st-judes-and-easton,https://deliveroo.co.uk/menu/bristol/st-judes-and-easton/zara-restaurant-bristol,100.0,100.0,78.95,,,False,87.0,13.0,True,high confidence deliveroo match,True
deliveroo,865,3ac905f5-8534-4909-aca5-12b33a9c20d9,Zizzi,"29-33 Princess Victoria Street, Bristol, BS8 4BX",bristol,clifton,zizzi,zizzi-clifton,,bristol,clifton,https://deliveroo.co.uk/menu/bristol/clifton/zizzi-clifton,100.0,100.0,55.56,,,False,62.37,37.63,True,high confidence deliveroo match,True
deliveroo,870,3b0aedb0-4213-47c3-9c4a-25778d239a83,1st Choice Florist,"246b Stapleton Rd, Easton, Bristol BS5 0NT, UK",bristol,easton,1st-choice-florist,1st-choice-florist,,bristol,st-judes-and-easton,https://deliveroo.co.uk/menu/bristol/st-judes-and-easton/1st-choice-florist,100.0,100.0,100.0,,,True,68.33,31.67,True,high confidence deliveroo match,True
deliveroo,893,3c978d6a-2e3f-4a81-b6f9-8e421dd616c1,KFC,"Eastgate Retail Park Eastgate Road, Bristol, BS5 6XX",bristol,eastville,kfc,10547-kfc-bristol-fishponds,,bristol,eastville-park,https://deliveroo.co.uk/menu/bristol/eastville-park/10547-kfc-bristol-fishponds,100.0,100.0,20.0,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,998,4379b9d7-86d0-429b-a679-3e5d87ff3e7e,Top 1 Pizza,"268 Stapleton Road, Bristol",bristol,easton,top-1-pizza,top-1-pizza,,bristol,st-judes-and-easton,https://deliveroo.co.uk/menu/bristol/st-judes-and-easton/top-1-pizza,100.0,100.0,100.0,,,True,75.62,24.38,True,high confidence deliveroo match,True
deliveroo,1032,458b8987-6013-468b-828c-a0d2b96d1c56,Yummy Oriental,"Freeling House Prewett Street, Bristol, BS1 6RE",bristol,redcliffe,yummy-oriental,yummy-oriental-takeaway,,bristol,redcliffe-hill,https://deliveroo.co.uk/menu/bristol/redcliffe-hill/yummy-oriental-takeaway,100.0,100.0,75.68,,,False,62.58,37.42,True,high confidence deliveroo match,True
deliveroo,1034,45b29ba9-ba59-4824-8950-14615989d13f,Chilli Bellies,"7 Cotham Road South, Bristol, BS6 5TZ",bristol,cotham,chilli-bellies,chilli-bellies,,bristol,cotham,https://deliveroo.co.uk/menu/bristol/cotham/chilli-bellies,100.0,100.0,100.0,,,True,74.0,26.0,True,high confidence deliveroo match,True
deliveroo,1035,45ddd499-c675-4e64-9427-dab4b521ac3a,Chandos Social @ Otira,"5-7 Chandos Road, Bristol, BS6 6PG",bristol,redland,chandos-social-otira,chandos-social,,bristol,redland,https://deliveroo.co.uk/menu/bristol/redland/chandos-social,100.0,100.0,82.35,,,False,76.36,23.64,True,high confidence deliveroo match,True
deliveroo,1039,4604df06-deaf-4a76-a1e1-2fb961ba74f6,Spike Island,"133 Cumberland Road, Bristol, BS1 6UX, GB",bristol,spike-island,spike-island,biblos-spike-island,,bristol,spike-island,https://deliveroo.co.uk/menu/bristol/spike-island/biblos-spike-island,100.0,100.0,77.42,,,False,65.95,34.05,True,high confidence deliveroo match,True
deliveroo,1066,483842b3-6092-4059-a578-8e2884d0781c,Baba Ganoush Kitchen,"81 Saint Nicholas Road, Bristol, BS2 9JJ",bristol,st-pauls,baba-ganoush-kitchen,baba-ganoush-kitchen,,bristol,st-pauls-and-st-agnes,https://deliveroo.co.uk/menu/bristol/st-pauls-and-st-agnes/baba-ganoush-kitchen,100.0,100.0,100.0,,,True,68.7,31.3,True,high confidence deliveroo match,True
deliveroo,1070,486e0624-6ac5-452b-8bc2-55bb236473e8,Ye Shakespeare,"78 Victoria Street, Bristol, BS1 6DR",bristol,redcliffe,ye-shakespeare,ye-shakespeare,,bristol,redcliffe-quarter,https://deliveroo.co.uk/menu/bristol/redcliffe-quarter/ye-shakespeare,100.0,100.0,100.0,,,True,,999.0,True,high confidence deliveroo match,True
deliveroo,1158,4d9ca3f8-d420-457b-b1f2-241f1770ef58,Olvioh,"52 Picton Street, Bristol, BS6 5QA",bristol,montpelier,olvioh,olvioh,,bristol,montpelier-station,https://deliveroo.co.uk/menu/bristol/montpelier-station/olvioh,100.0,100.0,100.0,,,True,,999.0,True,high confidence deliveroo match,True
deliveroo,1187,4ff4decb-57e5-41de-8f72-9b9c40a33f5c,Eden,"10 Waterloo Street, Bristol, BS8 4BT",bristol,clifton,eden,eden-cafe-clifton,,bristol,clifton,https://deliveroo.co.uk/menu/bristol/clifton/eden-cafe-clifton,100.0,100.0,38.1,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,1201,50a3f974-0462-4cd4-8485-34a7cba476da,Everyman,"42 Whiteladies Road, Bristol, BS8 2NH",bristol,clifton,everyman,spielburger-at-everyman-bristol,,bristol,clifton-down,https://deliveroo.co.uk/menu/bristol/clifton-down/spielburger-at-everyman-bristol,100.0,100.0,41.03,,,False,62.86,37.14,True,high confidence deliveroo match,True
deliveroo,1216,51545b19-ebd9-48d8-acd7-63876418c354,M&M,"388 Filton Avenue, Bristol, BS7 0BE, GB",bristol,horfield,m-m,m-m-kebab-and-pizza-filton,,bristol,horfield-area,https://deliveroo.co.uk/menu/bristol/horfield-area/m-m-kebab-and-pizza-filton,100.0,100.0,20.69,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,1240,52e92180-2c4d-47c5-9ad3-f205a23d02d2,Indian Junction,"429 Gloucester Road, Bristol, BS7 8TZ",bristol,horfield,indian-junction,indian-junction-gloucester-road,,bristol,horfield-area,https://deliveroo.co.uk/menu/bristol/horfield-area/indian-junction-gloucester-road,100.0,100.0,65.22,,,False,65.23,34.77,True,high confidence deliveroo match,True
deliveroo,1258,53f18067-75f9-48bc-b155-bd636e08a8a9,Subway,"119 Winterstoke Road, Bristol, BS3 2NS",bristol,ashton-vale,subway,subway-bsw,,bristol,ashton-vale-area,https://deliveroo.co.uk/menu/bristol/ashton-vale-area/subway-bsw,100.0,100.0,75.0,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,1282,552e38b4-0a3a-4b33-b21f-53465167290e,Parsons,"105 South Liberty Lane, Bristol, BS3 2SZ",bristol,ashton-vale,parsons,parsons-bakery-liberty-lane,,bristol,ashton-vale-area,https://deliveroo.co.uk/menu/bristol/ashton-vale-area/parsons-bakery-liberty-lane,100.0,100.0,41.18,,,False,63.26,36.74,True,high confidence deliveroo match,True
deliveroo,1364,5b0f990a-6c55-40b6-aa42-5974e120449c,Neeshad Balti House,"40 Westbury Lane, Bristol, BS9 2PP",bristol,coombe-dingle,neeshad-balti-house,neeshad-balti-house,,bristol,coombe-dingle,https://deliveroo.co.uk/menu/bristol/coombe-dingle/neeshad-balti-house,100.0,100.0,100.0,,,True,63.26,36.74,True,high confidence deliveroo match,True
deliveroo,1448,60b5c669-9b99-4b9d-a515-96c792c8a51e,Mayflower,"10 The Horsefair, Bristol, BS1 3HT",bristol,broadmead,mayflower,mayflower-chinese-restaurant,,bristol,broadmead-and-cabot-circus,https://deliveroo.co.uk/menu/bristol/broadmead-and-cabot-circus/mayflower-chinese-restaurant,100.0,100.0,48.65,,,False,60.0,40.0,True,high confidence deliveroo match,True
deliveroo,1455,612b83ae-f37b-436a-8f0e-29b6d2c9e9be,Indian Fusion,"10 Doncaster Road, Bristol, BS10 5PL",bristol,southmead,indian-fusion,indian-fusion-bristol,,bristol,southmead-and-henbury,https://deliveroo.co.uk/menu/bristol/southmead-and-henbury/indian-fusion-bristol,100.0,100.0,76.47,,,False,76.05,23.95,True,high confidence deliveroo match,True
deliveroo,1480,6311f72f-8f36-41e3-8236-e0986afd3945,Bombil,"31 East St, Bedminster, Bristol BS3 4HH, UK",bristol,southville,bombil,bombil,,bristol,southville-east,https://deliveroo.co.uk/menu/bristol/southville-east/bombil,100.0,100.0,100.0,,,True,,999.0,True,high confidence deliveroo match,True
deliveroo,1481,631af2fa-a11c-42ac-8a80-bebeec739ab8,Aromas,"152 Whiteladies Road, Bristol, BS8 2XZ",bristol,clifton,aromas,aromas,,bristol,clifton-down,https://deliveroo.co.uk/menu/bristol/clifton-down/aromas,100.0,100.0,100.0,,,True,67.5,32.5,True,high confidence deliveroo match,True
deliveroo,1497,63fc57e4-2ace-43f8-a0df-91a2d2eeddf7,Coronation Curry House,"190 Coronation Road, Bristol, BS3 1RF",bristol,southville,coronation-curry-house,coronation-curry-house,,bristol,southville-west,https://deliveroo.co.uk/menu/bristol/southville-west/coronation-curry-house,100.0,100.0,100.0,,,True,75.62,24.38,True,high confidence deliveroo match,True
deliveroo,1525,65bb4d24-b0c4-4b94-8e23-4496acf42c61,Boots,"Saint Philips Causeway, Bristol, BS2 0SP",bristol,st-philips-marsh,boots,boots-6481-bristol-avon-meads-retail-park,,bristol,st-philips-marsh,https://deliveroo.co.uk/menu/bristol/st-philips-marsh/boots-6481-bristol-avon-meads-retail-park,100.0,100.0,21.74,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,1526,65ce0edc-ed5c-4541-b8a6-c50494dfc93e,Butlers,"Bristol, BS1 3XD",bristol,broadmead,butlers,butlers-broadmead,,bristol,broadmead-and-cabot-circus,https://deliveroo.co.uk/menu/bristol/broadmead-and-cabot-circus/butlers-broadmead,100.0,100.0,58.33,,,False,65.0,35.0,True,high confidence deliveroo match,True
deliveroo,1564,679b2449-e5d3-4828-867b-7374b0035dab,mangosteen,"37a Cotham Hill, Bristol, BS6 6JY",bristol,cotham,mangosteen,mangosteen-bristol,,bristol,cotham,https://deliveroo.co.uk/menu/bristol/cotham/mangosteen-bristol,100.0,100.0,71.43,,,False,67.5,32.5,True,high confidence deliveroo match,True
deliveroo,1624,6be2a3d6-d536-43e8-9b47-b7395880807b,Pret A Manger,"32 Victoria Street, Bristol, BS1 6BY",bristol,redcliffe,pret-a-manger,432-pret-a-manger-bristol-victoria-street,,bristol,redcliffe-quarter,https://deliveroo.co.uk/menu/bristol/redcliffe-quarter/432-pret-a-manger-bristol-victoria-street,100.0,100.0,48.15,,,False,61.76,38.24,True,high confidence deliveroo match,True
deliveroo,1630,6c5b3633-4889-49c1-8333-092f06c9c7b8,Crafty Cow,"635 Gloucester Road, Bristol, BS7 0BJ",bristol,horfield,crafty-cow,bravos-kitchen-at-the-crafty-cow,,bristol,horfield-area,https://deliveroo.co.uk/menu/bristol/horfield-area/bravos-kitchen-at-the-crafty-cow,100.0,100.0,47.62,,,False,63.89,36.11,True,high confidence deliveroo match,True
deliveroo,1649,6d8c51e4-694c-4198-923f-28ad454accac,KIBOU,"16 Kings Road, Bristol, BS8 4AB",bristol,clifton,kibou,kibou-japanese-kitchen-and-bar-clifton,,bristol,clifton,https://deliveroo.co.uk/menu/bristol/clifton/kibou-japanese-kitchen-and-bar-clifton,100.0,100.0,23.26,,,False,65.59,34.41,True,high confidence deliveroo match,True
deliveroo,1656,6e5ca2db-1bd8-4e4f-8b89-b3e8d24d2856,Tomato & Basil,"299 Gloucester Road, Bristol, BS7 8PE",bristol,bishopston,tomato-basil,tomato-and-basil,,bristol,ashley-down-and-bishopston,https://deliveroo.co.uk/menu/bristol/ashley-down-and-bishopston/tomato-and-basil,100.0,100.0,85.71,,,False,74.57,25.43,True,high confidence deliveroo match,True
deliveroo,1676,6f0804d3-3ddc-4110-a6c8-a3b48d6e2128,CanCanPizza,,bristol,southville,cancanpizza,can-can-pizza-bristol-cancanpizza,,bristol,southville-east,https://deliveroo.co.uk/menu/bristol/southville-east/can-can-pizza-bristol-cancanpizza,100.0,100.0,50.0,,,False,63.44,36.56,True,high confidence deliveroo match,True
deliveroo,1701,715088ea-9241-451e-ba0b-2dcacb4effb7,Ali Mahal,"9-10 The Parade, Bristol, BS11 9TS",bristol,shirehampton,ali-mahal,ali-mahal-9-10-the-parade-shirehampton,,bristol,shirehampton,https://deliveroo.co.uk/menu/bristol/shirehampton/ali-mahal-9-10-the-parade-shirehampton,100.0,100.0,38.3,,,False,,999.0,True,high confidence deliveroo match,True
deliveroo,1703,716ab28d-65b1-4ca4-acd5-e33e97a284d3,Boots,"59-63 Broadmead, Bristol, BS1 3EA",bristol,broadmead,boots,boots-bristol-broadmead,,bristol,broadmead-and-cabot-circus,https://deliveroo.co.uk/menu/bristol/broadmead-and-cabot-circus/boots-bristol-broadmead,100.0,100.0,35.71,,,False,62.08,37.92,True,high confidence deliveroo match,True
deliveroo,1749,74047950-b210-44d8-9528-938d1045e5f0,Cornish Bakehouse,"16 Castle Gallery, Bristol, BS1 3XE",bristol,broadmead,cornish-bakehouse,cornish-bakehouse-bristol,,bristol,broadmead-and-cabot-circus,https://deliveroo.co.uk/menu/bristol/broadmead-and-cabot-circus/cornish-bakehouse-bristol,100.0,100.0,80.95,,,False,65.59,34.41,True,high confidence deliveroo match,True
deliveroo,1765,750052d7-93dd-4506-aa42-2bb376dfb071,Lawrence Weston Fish Bar,"36 Ridingleaze, Bristol, BS11 0QE",bristol,lawrence-weston,lawrence-weston-fish-bar,lawrence-weston-fish-bar,,bristol,lawrence-weston-and-henbury,https://deliveroo.co.uk/menu/bristol/lawrence-weston-and-henbury/lawrence-weston-fish-bar,100.0,100.0,100.0,,,True,89.17,10.83,True,high confidence deliveroo match,True
deliveroo,1797,771577e6-c0fb-4f67-99c5-68ff1dae4afc,Indian Rassasy,"275 Hotwell Road, Bristol, BS8 4SF",bristol,hotwells,indian-rassasy,indian-rassasy,,bristol,hotwells,https://deliveroo.co.uk/menu/bristol/hotwells/indian-rassasy,100.0,100.0,100.0,,,True,,999.0,True,high confidence deliveroo match,True
deliveroo,1805,7782e506-1f16-4f0e-87b4-b4950a689edc,Casa Mexicana,"29-31 Zetland Road, Bristol, BS6 7AH",bristol,redland,casa-mexicana,casa-mexicana,,bristol,redland,https://deliveroo.co.uk/menu/bristol/redland/casa-mexicana,100.0,100.0,100.0,,,True,67.5,32.5,True,high confidence deliveroo match,True
deliveroo,1809,780b1765-4c3d-4c0c-8ac6-ac3e7013700c,Belle de Jour,"29 The Mall, Bristol, BS8 4JG",bristol,clifton,belle-de-jour,belle-de-jour-florist,,bristol,clifton,https://deliveroo.co.uk/menu/bristol/clifton/belle-de-jour-florist,100.0,100.0,76.47,,,False,63.26,36.74,True,high confidence deliveroo match,True
deliveroo,1846,79cf13c6-217b-4a52-9003-b47a2b7b2629,Buenasado,"96A Whiteladies Road, Bristol, BS8 2QX",bristol,clifton,buenasado,buenasado,,bristol,clifton-down,https://deliveroo.co.uk/menu/bristol/clifton-down/buenasado,100.0,100.0,100.0,,,True,62.37,37.63,True,high confidence deliveroo match,True
